Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Hardware material (product.metafields.shopify.hardware-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
color-gem-silver-ring,COLOR GEM SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,2250000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/10-IMG_3909.jpg?v=1770473517,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
color-gem-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/9-IMG_3910.jpg?v=1770473519,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
color-gem-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/8-IMG_3911.jpg?v=1770473519,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topaz-amethyst-bubbling-silver-ring-1,TOPAZ AMETHYST BUBBLING SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1550000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/26-IMG_2973.jpg?v=1769581918,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
topaz-amethyst-bubbling-silver-ring-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/23-IMG_2975.jpg?v=1769581920,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topaz-amethyst-bubbling-silver-ring-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/25-IMG_2974.jpg?v=1769581920,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amethyst-bubbling-line-silver-ring,AMETHYST BUBBLING LINE SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1450000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/28-IMG_2967.jpg?v=1769581917,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
amethyst-bubbling-line-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/27-IMG_2968.jpg?v=1769581917,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amethyst-bubbling-line-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/24-IMG_2969.jpg?v=1769581919,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrine-bubbling-circle-silver-ring,CITRINE BUBBLING CIRCLE SILVER RING,"",VIETJEWELERS,Uncategorized,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1450000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/19-IMG_2976.jpg?v=1769581923,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
citrine-bubbling-circle-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/22-IMG_2978.jpg?v=1769581920,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrine-bubbling-circle-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/17-IMG_2979.jpg?v=1769581923,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big-moissanite-silver-ring,BIG MOISSANITE SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1250000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/5-IMG_2997.jpg?v=1769581924,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
big-moissanite-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/3-IMG_2998.jpg?v=1769581923,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big-moissanite-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/4-IMG_2999.jpg?v=1769581925,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-chain-link-silver-ring,OPEN CHAIN LINK SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1450000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/13-IMG_2989.jpg?v=1769581924,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
open-chain-link-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/9-IMG_2990.jpg?v=1769581926,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-chain-link-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/2-gen-h-z7476079128845_0eb7ed00a02ff05ef51c19af487bcb35.jpg?v=1769581924,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal-wave-silver-ring,METAL WAVE SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/16-IMG_2984.jpg?v=1769581921,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
metal-wave-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/14-IMG_2987.jpg?v=1769581926,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal-wave-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/15-IMG_2985.jpg?v=1769581925,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-mesh-silver-ring,OPEN MESH SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1550000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/12-IMG_2991.jpg?v=1769581921,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
open-mesh-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/11-IMG_2992.jpg?v=1769581923,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-mesh-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/8-IMG_2993.jpg?v=1769581925,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mundi-silver-ring,MUNDI SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1450000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/10-IMG_2994.jpg?v=1769581922,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
mundi-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/6-IMG_2995.jpg?v=1769581920,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mundi-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/7-IMG_2996.jpg?v=1769581924,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-pattern-silver-ring,FLORAL PATTERN SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1750000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/21-IMG_2980.jpg?v=1769581918,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
floral-pattern-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/18-IMG_2982.jpg?v=1769581923,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-pattern-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/20-IMG_2981.jpg?v=1769581922,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-bubble-silver-ring,DOUBLE BUBBLE SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,850000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/30-IMG_2964.jpg?v=1769581921,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
double-bubble-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/1-gen-h-z7476079130945_6aab93c3783e77bd639db16fdbecb33c.jpg?v=1769581920,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-bubble-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/29-IMG_2966.jpg?v=1769581922,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunflower-dotline-silver-ring,SUNFLOWER DOTLINE  SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/30-IMG_2760.jpg?v=1769263083,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sunflower-dotline-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/29-IMG_2761.jpg?v=1769263083,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunflower-dotline-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/28-IMG_2763.jpg?v=1769263083,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garnet-heart-silver-ring,GARNET HEART SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1750000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/14-IMG_2782.jpg?v=1769263082,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
garnet-heart-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/13-IMG_2783.jpg?v=1769263082,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garnet-heart-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/15-IMG_2781.jpg?v=1769263082,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrine-pink-garnet-bubbling-silver-ring,CITRINE PINK GARNET BUBBLING SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1450000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/12-IMG_2785.jpg?v=1769263083,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
citrine-pink-garnet-bubbling-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/11-IMG_2786.jpg?v=1769263082,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrine-pink-garnet-bubbling-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/10-IMG_2787.jpg?v=1769263082,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round-amethyst-silver-ring,ROUND AMETHYST SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1550000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/6-IMG_2791.jpg?v=1769263081,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
round-amethyst-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/5-IMG_2792.jpg?v=1769263081,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round-amethyst-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/4-IMG_2793.jpg?v=1769263082,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topaz-amethyst-bubbling-silver-ring,TOPAZ AMETHYST BUBBLING SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/24-IMG_2770.jpg?v=1769263083,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
topaz-amethyst-bubbling-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/23-IMG_2771.jpg?v=1769263083,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topaz-amethyst-bubbling-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/22-IMG_2772.jpg?v=1769263083,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinel-sapphire-silver-ring,SPINEL SAPPHIRE SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,2650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/27-IMG_2764.jpg?v=1769263083,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
spinel-sapphire-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/26-IMG_2765.jpg?v=1769263083,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinel-sapphire-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/25-IMG_2766.jpg?v=1769263083,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquamarine-spinel-silver-ring,AQUAMARINE SPINEL SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,2650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/21-IMG_2774.jpg?v=1769263082,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
aquamarine-spinel-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/20-IMG_2775.jpg?v=1769263083,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquamarine-spinel-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/19-IMG_2776.jpg?v=1769263083,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big-oval-topaz-bubbling-silver-ring,BIG OVAL TOPAZ BUBBLING SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1650000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/7-IMG_2790.jpg?v=1769263082,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
big-oval-topaz-bubbling-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/8-IMG_2789.jpg?v=1769263082,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big-oval-topaz-bubbling-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/9-IMG_2788.jpg?v=1769263083,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bar-topaz-silver-ring,BAR TOPAZ SILVER RING,"",VIETJEWELERS,Uncategorized,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1250000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/18-IMG_2777.jpg?v=1769263083,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bar-topaz-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/17-IMG_2778.jpg?v=1769263082,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bar-topaz-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/16-IMG_2779.jpg?v=1769263083,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-topaz-silver-ring,HEART TOPAZ SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1850000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/3-IMG_2795.jpg?v=1769263081,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
heart-topaz-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/2-IMG_2796.jpg?v=1769263082,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-topaz-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/1-IMG_2797.jpg?v=1769263082,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star-grillz-silver,STAR SILVER GRILLZ,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Body Jewelry,Grillz,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2800000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/gen-h-z7456798307432_bc1709faeb74c2b13ecaf488ac671eb0.jpg?v=1769070278,1,"",false,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
fang-grillz-silver,FANG SILVER GRILLZ,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Body Jewelry,Grillz,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1500000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/dbfb371c6c53e20dbb42.jpg?v=1769070284,1,"",false,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
flame-grillz-silver,FLAME SILVER GRILLZ,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Body Jewelry,Grillz,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1500000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/gen-h-z7456798306579_11e751fd12d7a22307196b306a06e3a7.jpg?v=1769070278,1,"",false,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
window-grillz-silver,WINDOW SILVER GRILLZ,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Body Jewelry,Grillz,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2800000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/gen-h-z7456798318331_f9ece64f0cd8bf8a65f4f33c93423df2.jpg?v=1769070276,1,"",false,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
window-with-star-silver-grillz,WINDOW WITH STAR SILVER GRILLZ,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Body Jewelry,Grillz,"",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1500000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/63c7a02e8c62023c5b73.jpg?v=1769064725,1,"",false,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
window-with-star-silver-grillz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/gen-h-z7456497919913_aef28b95710f3356b554026dd577963a.jpg?v=1769064726,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
window-with-star-silver-grillz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/gen-h-z7456497930243_e412b9c5b4ca643d3a1f51dcd4c4e720.jpg?v=1769064726,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
window-with-star-silver-grillz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/gen-h-z7456497934526_5521b97527a6a567830cbaf9f218f15d.jpg?v=1769064726,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
window-with-star-silver-grillz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/gen-h-z7456497935697_7efa3108bc4f86bf20ef539e9d43babd.jpg?v=1769064726,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-seashell-heart-and-cz-silver-ring,OPEN SEASHELL HEART AND CZ SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,2250000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/1-IMG_2359.jpg?v=1768735515,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
open-seashell-heart-and-cz-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/2-IMG_2360.jpg?v=1768735515,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-seashell-heart-and-cz-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/3-IMG_2361.jpg?v=1768735515,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open-tiny-cz-silver-ring,OPEN TINY CZ SILVER RING,"",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1850000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0660/3033/8244/files/13-IMG_2373.jpg?v=1768735514,1,"",false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
open-tiny-cz-silver-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/14-IMG_2374.jpg?v=1768735515,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
